CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201450,0,35.0,1,2,32.0,2,0,2,3.0,3,3.0,3,2.0,1,1,1,0.0,3,23837.0
201451,0,38.0,1,3,16.0,2,1,3,3.0,1,3.0,1,2.0,0,4,0,2.0,2,20343.0
201452,1,50.0,0,3,6.0,2,2,3,3.0,1,3.0,1,1.0,0,3,1,1.0,2,21728.0
201453,0,36.0,1,3,17.0,3,1,3,4.0,1,3.0,1,5.0,0,1,1,1.0,2,21652.0
201455,0,40.0,1,1,8.0,2,2,2,4.0,0,3.0,2,3.0,0,5,0,1.0,1,17809.0
201456,0,35.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,3,1,0.0,2,20689.0
201457,0,40.0,1,1,8.0,3,1,3,3.0,0,3.0,1,3.0,0,1,1,1.0,1,17001.0
201458,0,35.0,1,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,1.0,1,17977.0
201461,1,50.0,1,3,34.0,3,2,2,4.0,3,5.0,1,5.0,1,5,0,0.0,3,25854.0
201462,0,39.0,1,3,30.0,3,1,2,4.0,4,3.0,1,1.0,0,1,1,1.0,0,27031.0
201463,0,31.0,0,1,11.0,3,2,3,3.0,1,5.0,3,1.0,0,1,0,2.0,2,24936.0
201464,0,26.0,1,3,11.0,2,1,1,4.0,0,3.0,2,1.0,0,1,0,0.0,1,17966.0
201465,0,36.0,0,1,29.0,3,2,2,1.0,1,3.0,1,5.0,0,3,0,0.0,2,17571.0
201466,0,39.0,1,1,12.0,3,2,2,4.0,3,5.0,1,5.0,0,4,1,0.0,3,24991.0
201467,0,27.0,1,1,10.0,2,2,2,1.0,1,4.0,1,2.0,1,4,1,0.0,2,21142.0
201468,0,49.0,0,3,8.0,3,2,3,4.0,1,4.0,1,3.0,0,3,1,2.0,2,20390.0
201470,1,41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,4,0,2.0,2,20993.0
201471,0,49.0,0,1,14.0,2,2,3,4.0,1,4.0,1,2.0,0,1,0,0.0,2,20130.0
201472,1,37.0,1,1,8.0,2,2,3,4.0,0,3.0,2,7.0,1,3,0,2.0,1,17090.0
201473,0,33.0,0,1,9.0,2,1,2,3.0,0,3.0,1,2.0,1,1,1,1.0,1,17909.0
201475,0,32.0,0,1,8.0,2,2,3,3.0,0,3.0,2,1.0,0,3,1,1.0,1,18068.0
201476,0,59.0,1,1,9.0,3,1,2,1.0,0,5.0,1,5.0,1,1,0,1.0,1,17670.0
201477,0,30.0,1,1,30.0,2,2,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17693.0
201478,0,38.0,0,1,29.0,2,2,2,4.0,3,3.0,3,1.0,0,3,1,0.0,3,24526.0
201479,0,36.0,1,1,33.0,3,2,3,3.0,1,3.0,1,7.0,0,3,0,0.0,2,20237.0
201480,0,35.0,1,1,22.0,3,2,2,1.0,0,4.0,1,1.0,0,4,1,1.0,1,17426.0
201482,0,31.0,1,1,32.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17911.0
201483,0,34.0,1,1,25.0,3,2,3,3.0,0,3.0,1,1.0,0,3,0,0.0,1,17661.0
201484,1,28.0,1,1,30.0,2,2,2,4.0,0,3.0,2,6.0,1,1,0,0.0,1,17028.0
201485,0,29.0,1,1,27.0,2,1,2,1.0,3,5.0,1,2.0,0,5,1,1.0,3,24980.0
201486,0,32.0,1,1,11.0,2,2,3,1.0,0,4.0,1,1.0,1,1,1,2.0,1,18298.0
201487,0,22.0,0,1,22.0,3,2,3,1.0,0,3.0,1,2.0,1,3,0,2.0,1,17935.0
201488,0,53.0,1,3,8.0,2,1,3,4.0,4,3.0,1,3.0,0,3,0,0.0,0,30427.0
201492,0,34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,5,0,0.0,3,26994.0
201493,0,21.0,1,1,21.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,1.0,1,16232.0
201494,1,34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,4,0,0.0,1,17960.0
201495,0,53.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,4,1,0.0,4,34094.0
201497,0,42.0,1,3,14.0,3,2,2,3.0,1,4.0,1,1.0,0,3,1,0.0,2,21825.0
201498,0,44.0,1,1,13.0,3,1,2,4.0,3,3.0,1,4.0,0,4,0,0.0,3,25248.0
201499,0,46.0,1,3,8.0,3,1,2,3.0,2,5.0,2,4.0,0,1,1,1.0,4,33947.0
201500,0,33.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,3,0,2.0,1,17496.0
201501,0,44.0,1,1,16.0,2,2,2,3.0,1,3.0,1,3.0,1,3,0,1.0,2,21465.0
201502,0,30.0,1,1,15.0,3,2,2,4.0,0,3.0,2,2.0,0,4,0,1.0,1,17206.0
201503,1,39.0,1,3,11.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0
201504,1,24.0,1,1,6.0,3,2,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0
201505,0,43.0,1,1,8.0,3,1,3,1.0,0,3.0,1,2.0,0,1,1,2.0,1,17645.0
201506,1,50.0,1,3,9.0,3,2,2,4.0,0,3.0,1,2.0,1,4,1,1.0,1,17683.0
201507,0,35.0,1,3,8.0,3,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0
201509,0,33.0,0,3,6.0,2,1,2,1.0,1,5.0,1,3.0,0,3,0,1.0,2,20376.0
201510,0,35.0,1,1,10.0,2,2,3,3.0,0,3.0,1,2.0,0,4,1,1.0,1,16951.0
201511,0,27.0,1,1,8.0,2,1,2,3.0,0,5.0,1,2.0,0,3,1,1.0,1,17341.0
201512,1,26.0,1,1,31.0,2,2,2,5.0,0,3.0,2,2.0,0,1,0,0.0,1,17293.0
201513,0,27.0,0,3,14.0,2,2,2,3.0,3,3.0,3,2.0,0,1,1,0.0,3,23726.0
201515,1,41.0,1,1,18.0,1,1,2,3.0,2,3.0,1,2.0,0,4,1,1.0,4,34545.0
201517,0,37.0,1,1,25.0,2,2,3,3.0,0,4.0,1,5.0,0,4,0,1.0,1,18022.0
201518,0,46.0,0,3,11.0,3,2,3,3.0,1,3.0,2,5.0,1,5,1,1.0,2,20772.0
201519,0,35.0,1,1,14.0,2,2,2,1.0,0,3.0,1,2.0,0,5,1,1.0,1,17269.0
201520,1,48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,0.0,3,20381.0
201522,0,44.0,1,3,6.0,3,1,3,3.0,1,5.0,1,6.0,1,1,1,1.0,2,20454.0
201523,0,35.0,0,1,17.0,3,2,3,4.0,3,5.0,1,3.0,1,5,1,2.0,3,24884.0
201525,0,33.0,0,1,6.0,2,0,3,3.0,3,3.0,3,2.0,1,1,1,0.0,3,28458.0
201526,0,35.0,0,3,5.0,2,2,3,3.0,3,5.0,1,2.0,0,4,0,0.0,3,24069.0
201528,0,31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,0,1.0,2,20915.0
201529,0,37.0,1,1,6.0,2,2,2,4.0,1,3.0,1,2.0,0,5,0,0.0,2,20993.0
201530,0,32.0,1,1,6.0,3,2,2,3.0,1,3.0,1,2.0,1,4,1,1.0,2,21162.0
201531,0,38.0,0,1,35.0,2,1,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0
201532,0,50.0,1,1,13.0,3,1,2,4.0,2,3.0,1,6.0,1,4,1,1.0,4,33740.0
201533,0,59.0,1,3,31.0,2,1,4,3.0,3,5.0,3,1.0,0,3,1,1.0,3,22637.0
201534,0,36.0,1,1,14.0,1,1,2,3.0,3,3.0,1,2.0,0,4,1,0.0,3,25096.0
201535,0,55.0,1,1,14.0,3,1,2,3.0,4,3.0,1,3.0,1,3,1,1.0,0,29756.0
201536,0,36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
201537,0,45.0,1,1,13.0,2,2,2,3.0,3,5.0,1,3.0,0,3,0,0.0,3,24724.0
201538,0,35.0,0,1,6.0,3,2,3,3.0,0,5.0,1,5.0,0,1,0,1.0,1,17194.0
201540,0,59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,0.0,2,20473.0
201541,0,29.0,1,1,8.0,2,2,3,3.0,0,4.0,1,1.0,0,4,1,0.0,1,17703.0
201542,0,31.0,1,1,6.0,3,2,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17501.0
201543,0,32.0,1,1,6.0,2,2,3,3.0,1,4.0,1,2.0,0,3,1,0.0,2,21220.0
201544,0,36.0,1,1,12.0,2,1,2,1.0,0,3.0,1,4.0,0,1,0,0.0,1,18038.0
201547,0,45.0,1,1,12.0,2,2,2,3.0,3,5.0,1,5.0,1,3,1,1.0,3,28245.0
201548,0,37.0,1,1,13.0,3,2,1,3.0,3,3.0,2,5.0,0,1,0,0.0,3,28664.0
201550,0,30.0,1,1,6.0,2,2,2,4.0,1,3.0,1,2.0,1,1,1,1.0,2,20126.0
201551,0,35.0,1,1,6.0,3,2,1,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17859.0
201552,0,55.0,1,3,6.0,2,2,3,3.0,3,3.0,1,4.0,0,1,0,2.0,3,25239.0
201553,0,38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,1,0,2.0,2,20329.0
201555,0,56.0,1,1,13.0,2,2,2,5.0,3,3.0,3,5.0,0,1,0,0.0,3,22260.0
201556,0,23.0,1,3,8.0,1,2,3,3.0,0,5.0,1,4.0,0,3,1,2.0,1,17322.0
201557,0,51.0,1,1,15.0,2,2,3,3.0,0,3.0,1,4.0,0,3,1,0.0,1,17075.0
201559,1,46.0,1,3,15.0,3,2,3,4.0,3,3.0,3,2.0,0,5,1,2.0,3,24619.0
201560,0,40.0,0,1,6.0,2,2,3,4.0,4,4.0,1,2.0,0,1,1,1.0,0,28503.0
201561,0,51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,0,2.0,2,20441.0
201562,0,30.0,1,3,10.0,3,1,3,4.0,1,4.0,1,2.0,1,3,1,0.0,2,20209.0
201563,0,46.0,0,1,6.0,3,2,2,4.0,3,5.0,1,3.0,1,1,1,1.0,3,25673.0
201565,0,54.0,1,1,8.0,1,1,2,3.0,3,3.0,1,1.0,0,4,0,0.0,3,28549.0
201568,0,58.0,1,3,16.0,3,2,2,3.0,4,3.0,2,1.0,0,3,0,1.0,0,28872.0
201569,0,44.0,0,1,29.0,3,2,3,3.0,1,4.0,1,5.0,0,3,0,1.0,2,17042.0
201570,1,37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,1,0,2.0,1,17073.0
201571,0,32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17956.0
201572,1,20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,17926.0
201574,0,37.0,0,1,8.0,2,2,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,20163.0
201575,0,59.0,0,2,8.0,2,1,2,4.0,2,3.0,1,1.0,0,1,0,1.0,4,33844.0
201576,0,50.0,0,1,6.0,2,1,3,3.0,2,4.0,1,4.0,1,1,0,2.0,4,33172.0
201577,1,25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,0,1.0,2,20744.0
201578,0,25.0,1,1,13.0,3,2,3,4.0,0,3.0,1,2.0,0,1,0,2.0,1,17889.0
201579,0,22.0,1,1,21.0,3,1,2,3.0,0,3.0,2,2.0,0,1,1,1.0,1,17871.0
201580,0,51.0,0,1,6.0,3,1,1,4.0,3,5.0,3,4.0,0,1,1,0.0,3,22484.0
201581,1,34.0,0,1,13.0,2,2,3,5.0,1,3.0,2,2.0,1,5,1,0.0,2,21074.0
201582,0,54.0,0,2,32.0,2,1,1,1.0,4,3.0,2,3.0,1,3,1,0.0,0,32328.0
201583,0,24.0,1,1,24.0,2,2,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17774.0
201585,0,37.0,1,3,9.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,1.0,3,22428.0
201586,0,34.0,1,1,11.0,3,0,2,4.0,3,5.0,3,3.0,0,1,1,1.0,3,26631.0
201587,0,36.0,0,3,17.0,1,1,3,3.0,3,3.0,1,1.0,0,5,0,2.0,3,24738.0
201588,0,36.0,1,1,9.0,2,1,2,3.0,0,3.0,1,6.0,0,1,0,1.0,1,17835.0
201589,0,43.0,0,3,32.0,2,2,3,3.0,4,3.0,1,2.0,1,1,1,0.0,0,31959.0
201590,0,30.0,0,1,29.0,2,2,3,5.0,0,3.0,1,2.0,0,3,0,0.0,1,17613.0
201591,0,33.0,0,3,28.0,3,2,3,3.0,1,4.0,1,1.0,0,1,0,0.0,2,21146.0
201593,0,51.0,1,1,12.0,2,2,2,3.0,2,3.0,2,1.0,0,5,1,1.0,4,34537.0
201594,1,31.0,1,3,12.0,2,2,3,5.0,1,3.0,1,5.0,1,3,0,2.0,2,21172.0
201595,0,26.0,1,1,12.0,2,1,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17368.0
201596,1,58.0,1,1,29.0,3,1,3,3.0,3,3.0,1,2.0,0,3,1,0.0,3,25312.0
201597,1,19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,1,1,0.0,1,16675.0
201598,0,22.0,1,1,8.0,1,2,3,3.0,0,3.0,1,1.0,0,5,1,0.0,1,17523.0
201599,0,49.0,1,1,26.0,3,1,3,3.0,1,5.0,1,2.0,0,1,1,0.0,2,21567.0
201601,0,50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,1,2.0,3,24208.0
201603,0,41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,1,0,1.0,3,23189.0
201604,0,26.0,1,2,31.0,2,1,3,3.0,0,3.0,1,2.0,0,4,1,1.0,1,17942.0
201606,1,51.0,0,1,14.0,2,2,2,5.0,3,3.0,3,3.0,0,1,1,0.0,3,25650.0
201607,0,39.0,1,3,10.0,2,1,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,20902.0
201608,0,25.0,1,3,34.0,2,2,2,4.0,1,3.0,1,3.0,0,4,1,1.0,2,23639.0
201609,0,30.0,1,2,15.0,2,2,2,3.0,1,3.0,1,1.0,1,3,1,1.0,2,21347.0
201613,0,30.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17632.0
201615,0,30.0,1,1,11.0,1,1,2,3.0,0,5.0,1,6.0,0,5,0,1.0,1,18204.0
201616,0,30.0,1,1,8.0,3,2,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0
201617,0,41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,1,1,0.0,0,32181.0
201618,0,41.0,1,1,15.0,2,2,3,3.0,0,5.0,1,3.0,0,1,0,0.0,1,17238.0
201619,0,19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,0.0,1,16483.0
201620,0,40.0,0,1,32.0,3,1,2,3.0,1,4.0,1,2.0,0,1,0,1.0,2,20605.0
201621,0,35.0,1,3,6.0,3,2,3,3.0,3,4.0,1,2.0,0,4,0,0.0,3,22295.0
201622,0,53.0,1,3,12.0,3,2,2,3.0,1,3.0,1,3.0,1,5,0,1.0,2,17306.0
201623,0,45.0,1,1,15.0,2,2,2,3.0,1,4.0,1,1.0,0,4,1,0.0,2,17348.0
201624,0,32.0,0,3,14.0,3,0,2,3.0,3,3.0,3,2.0,0,4,1,1.0,3,23998.0
201626,0,51.0,1,1,13.0,3,2,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,21132.0
201627,0,58.0,1,1,15.0,3,1,3,4.0,0,4.0,1,5.0,1,1,1,1.0,1,18346.0
201628,0,40.0,1,3,10.0,3,2,3,4.0,3,3.0,1,1.0,0,1,1,1.0,3,25855.0
201629,0,34.0,0,3,8.0,3,1,3,3.0,0,3.0,1,7.0,0,5,0,0.0,1,17231.0
201630,0,22.0,1,1,25.0,3,2,3,3.0,0,3.0,1,2.0,0,1,1,0.0,1,17323.0
201631,0,27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,1,1.0,1,17024.0
201632,0,28.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17713.0
201633,0,57.0,1,1,30.0,2,2,2,1.0,3,3.0,1,4.0,1,4,1,0.0,3,24439.0
201634,0,27.0,0,1,9.0,3,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,17566.0
201636,0,41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0
201637,0,30.0,1,3,11.0,2,1,2,3.0,3,3.0,1,3.0,0,4,1,1.0,3,24419.0
201638,0,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,1,0,1.0,2,23686.0
201639,0,32.0,1,1,12.0,2,2,2,3.0,0,3.0,2,4.0,0,1,0,1.0,1,18038.0
201640,0,27.0,1,1,23.0,1,2,2,3.0,0,4.0,1,1.0,1,4,0,0.0,1,18058.0
201641,1,19.0,0,3,6.0,1,1,3,5.0,0,5.0,2,1.0,0,3,1,0.0,1,17325.0
201642,0,36.0,0,1,9.0,3,2,1,3.0,0,4.0,2,5.0,0,4,1,0.0,1,17088.0
201643,0,30.0,0,1,15.0,3,2,3,3.0,1,5.0,1,2.0,0,1,1,1.0,2,18072.0
201646,0,33.0,1,1,8.0,2,2,2,3.0,0,3.0,2,1.0,0,3,1,0.0,1,17500.0
201647,1,19.0,1,1,8.0,2,2,2,4.0,0,3.0,2,2.0,0,5,1,0.0,1,16102.0
201648,0,46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,1,1,2.0,3,25453.0
201649,0,38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17288.0
201651,0,34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,0,0.0,1,17311.0
201652,1,41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,1.0,1,18140.0
201655,0,33.0,1,1,20.0,3,1,3,3.0,0,4.0,1,2.0,0,5,1,1.0,1,17756.0
201656,0,40.0,1,1,10.0,3,1,2,3.0,2,3.0,1,2.0,0,5,1,1.0,4,34033.0
201657,0,55.0,1,1,20.0,3,2,3,1.0,2,4.0,2,1.0,0,1,1,1.0,4,33722.0
201658,0,34.0,0,1,8.0,2,2,2,4.0,1,3.0,1,2.0,0,4,0,1.0,2,24547.0
201659,0,51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,1,1.0,0,28734.0
201661,0,27.0,1,1,15.0,3,1,4,3.0,0,4.0,2,2.0,0,3,0,1.0,1,17279.0
201662,1,35.0,1,1,29.0,2,2,2,4.0,1,3.0,1,4.0,1,4,1,0.0,2,20916.0
201663,0,43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0
201664,0,45.0,0,1,8.0,3,2,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0
201667,0,42.0,0,1,27.0,3,1,2,3.0,1,3.0,1,3.0,0,1,0,0.0,2,20265.0
201668,0,38.0,1,1,8.0,2,2,2,3.0,1,3.0,1,1.0,0,1,1,1.0,2,21553.0
201669,0,38.0,1,1,35.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,21261.0
201671,0,49.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,1,0,0.0,2,21804.0
201673,0,40.0,1,1,25.0,3,2,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0
201674,1,38.0,1,1,35.0,3,2,3,3.0,1,5.0,1,1.0,1,3,1,2.0,2,21673.0
201675,1,29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0
201676,0,22.0,1,1,11.0,2,2,2,1.0,0,4.0,1,2.0,1,4,1,0.0,1,17328.0
201677,0,36.0,0,1,24.0,3,1,3,3.0,0,3.0,2,2.0,0,3,0,1.0,1,17153.0
201679,0,46.0,1,1,6.0,3,2,3,3.0,3,5.0,1,1.0,0,1,0,2.0,3,24396.0
201680,1,32.0,1,3,10.0,3,2,2,5.0,3,3.0,1,2.0,0,1,1,0.0,3,25400.0
201681,0,30.0,0,1,6.0,2,2,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0
201682,0,27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,1,1,1.0,2,24981.0
201683,0,51.0,1,1,14.0,2,2,2,4.0,3,4.0,1,6.0,0,3,1,1.0,3,27490.0
201684,1,30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,0,0.0,1,17657.0
201685,0,41.0,1,3,12.0,2,1,3,3.0,3,3.0,2,4.0,1,1,0,0.0,3,28591.0
201686,1,30.0,0,3,32.0,3,1,2,4.0,1,5.0,3,6.0,0,1,1,1.0,2,21696.0
201687,1,29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0
201688,0,45.0,0,3,12.0,3,0,2,4.0,3,3.0,3,7.0,0,4,1,0.0,3,23865.0
201689,0,54.0,1,3,9.0,3,1,2,3.0,1,5.0,1,3.0,0,4,1,0.0,2,20940.0
201690,0,36.0,1,1,11.0,2,2,3,3.0,1,4.0,2,1.0,0,1,1,1.0,2,20914.0
201691,0,33.0,1,1,10.0,3,1,2,4.0,0,4.0,1,7.0,0,4,0,1.0,1,17622.0
201692,0,37.0,0,1,17.0,2,2,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,27185.0
201693,0,38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,1,1,1.0,3,25609.0
201695,0,59.0,1,1,9.0,2,2,3,4.0,0,3.0,1,4.0,0,3,0,0.0,1,17177.0
201696,0,37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17793.0
201697,0,29.0,0,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,3,1,1.0,3,22918.0
201698,0,35.0,0,3,6.0,3,0,3,3.0,3,3.0,3,2.0,0,5,1,0.0,3,23789.0
201699,1,29.0,1,1,24.0,3,2,2,4.0,0,3.0,2,2.0,1,3,0,0.0,1,17389.0
201700,0,52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,1,0.0,1,18212.0
201701,0,42.0,1,1,10.0,1,2,2,3.0,2,3.0,1,2.0,0,1,0,0.0,4,34232.0
201702,0,59.0,1,2,12.0,3,2,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17267.0
201703,0,50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,1,1,0.0,4,34517.0
201704,1,33.0,1,1,20.0,3,2,2,3.0,0,3.0,1,6.0,1,1,1,1.0,1,17436.0
201705,0,43.0,1,3,22.0,3,1,3,3.0,4,3.0,1,6.0,1,3,0,0.0,0,31064.0
201706,1,33.0,1,1,8.0,2,1,2,3.0,0,5.0,1,1.0,0,3,1,1.0,1,17707.0
201707,0,52.0,0,3,8.0,2,2,3,4.0,2,3.0,2,2.0,1,1,1,0.0,4,34068.0
201710,0,39.0,1,1,6.0,3,1,3,3.0,0,3.0,1,1.0,0,3,1,0.0,1,17232.0
201712,0,41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,1,0,0.0,2,18072.0
201713,0,40.0,1,1,30.0,1,2,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,18319.0
201714,0,45.0,1,1,6.0,2,2,3,1.0,2,3.0,1,1.0,0,4,1,1.0,4,34202.0
201715,0,31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,0.0,3,28675.0
201716,0,33.0,1,1,11.0,2,1,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17911.0
201717,0,34.0,1,1,8.0,2,2,2,4.0,1,5.0,1,7.0,0,4,0,1.0,2,20957.0
201719,0,45.0,0,1,13.0,2,2,3,1.0,1,3.0,1,5.0,0,1,1,0.0,2,21434.0
201720,1,37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,0,2.0,3,25048.0
201721,0,39.0,0,1,8.0,1,0,3,3.0,3,3.0,3,1.0,0,1,1,2.0,3,25938.0
201722,0,29.0,1,1,21.0,2,2,2,3.0,0,3.0,2,2.0,0,3,1,1.0,1,17340.0
201723,0,42.0,1,1,23.0,2,1,2,1.0,1,5.0,3,4.0,1,1,1,1.0,2,21545.0
201724,0,29.0,1,3,26.0,3,2,2,3.0,1,3.0,1,3.0,0,1,1,0.0,2,21931.0
201726,0,42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,1.0,1,17593.0
201727,0,40.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,0,5,1,0.0,4,34436.0
201728,0,51.0,1,1,6.0,2,2,3,3.0,0,3.0,1,2.0,0,4,1,0.0,1,17723.0
201730,0,32.0,0,1,13.0,2,2,3,1.0,0,4.0,1,2.0,0,1,0,1.0,1,17794.0
201731,0,38.0,0,3,8.0,2,2,2,4.0,1,3.0,1,4.0,0,5,1,1.0,2,20249.0
201732,0,32.0,1,1,8.0,1,2,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0
201733,0,46.0,1,3,8.0,1,1,3,5.0,4,4.0,1,4.0,1,5,1,0.0,0,31872.0
201735,0,29.0,1,3,8.0,3,2,3,4.0,1,4.0,1,3.0,0,4,1,0.0,2,21644.0
201736,0,31.0,1,1,29.0,3,2,3,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20582.0
201738,0,45.0,1,1,26.0,3,2,3,3.0,4,3.0,1,1.0,1,3,1,1.0,0,28496.0
201739,0,36.0,1,1,12.0,2,2,2,3.0,0,3.0,1,1.0,0,5,1,1.0,1,18210.0
201740,0,55.0,1,1,6.0,3,2,2,3.0,2,5.0,2,1.0,1,1,1,1.0,4,34045.0
201741,1,47.0,0,1,35.0,2,2,2,3.0,3,4.0,1,2.0,1,3,1,0.0,3,26849.0
201742,0,28.0,1,1,15.0,3,2,3,3.0,0,3.0,1,2.0,0,1,1,0.0,1,17070.0
201743,0,37.0,1,3,12.0,3,2,3,3.0,1,3.0,1,5.0,0,3,1,0.0,2,21502.0
201744,0,21.0,1,1,9.0,3,2,3,4.0,0,3.0,2,2.0,0,5,1,2.0,1,18230.0
201745,0,37.0,0,1,6.0,3,1,3,3.0,3,3.0,1,3.0,1,3,0,0.0,3,28603.0
201746,0,35.0,1,1,28.0,2,1,3,1.0,3,4.0,1,1.0,0,5,1,2.0,3,26996.0
201747,0,38.0,1,3,13.0,3,1,2,1.0,1,5.0,1,2.0,1,3,1,1.0,2,20605.0
201748,0,26.0,0,1,6.0,2,1,2,3.0,1,4.0,1,2.0,0,5,1,1.0,2,21397.0
201749,0,50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,0,1.0,4,34144.0
201750,0,53.0,1,1,9.0,3,2,2,3.0,4,3.0,1,4.0,1,5,1,0.0,0,32584.0
201751,0,42.0,1,3,6.0,2,2,1,3.0,1,3.0,1,2.0,0,3,1,0.0,2,19907.0
201753,0,55.0,1,1,26.0,1,2,2,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20415.0
201755,0,37.0,1,1,6.0,2,1,2,3.0,0,3.0,2,2.0,0,1,1,0.0,1,17115.0
